,X,Y,Z,obj_name
140,-1.7905,14.758,-1.1789,FinalBaseMesh.obj
141,-1.8669,14.7863,-1.083,FinalBaseMesh.obj
142,-1.8624,14.6674,-1.0298,FinalBaseMesh.obj
143,-1.9222,14.7005,-0.9301,FinalBaseMesh.obj
144,-1.8564,14.5416,-0.9744,FinalBaseMesh.obj
145,-1.9133,14.578,-0.8736,FinalBaseMesh.obj
146,-1.8474,14.4119,-0.9156,FinalBaseMesh.obj
147,-1.9007,14.4503,-0.8138,FinalBaseMesh.obj
148,-1.8303,14.2811,-0.8515,FinalBaseMesh.obj
149,-1.8799,14.3214,-0.749,FinalBaseMesh.obj
150,-1.7658,14.2447,-0.9515,FinalBaseMesh.obj
151,-1.7785,14.3775,-1.014,FinalBaseMesh.obj
152,-1.9549,14.6169,-0.7722,FinalBaseMesh.obj
153,-1.9675,14.7348,-0.8296,FinalBaseMesh.obj
154,-1.9386,14.4936,-0.7116,FinalBaseMesh.obj
155,-1.929,14.8154,-0.9849,FinalBaseMesh.obj
156,-1.9861,14.95,-0.9415,FinalBaseMesh.obj
157,-1.9345,14.9215,-1.0401,FinalBaseMesh.obj
158,-1.9778,14.8458,-0.8853,FinalBaseMesh.obj
159,-2.0133,14.8777,-0.7844,FinalBaseMesh.obj
160,-1.9984,14.7707,-0.7295,FinalBaseMesh.obj
161,-2.0257,14.9797,-0.8387,FinalBaseMesh.obj
162,-1.8706,14.8955,-1.1357,FinalBaseMesh.obj
163,-1.9389,15.0189,-1.098,FinalBaseMesh.obj
164,-1.8745,14.9945,-1.1895,FinalBaseMesh.obj
165,-1.9926,15.0483,-1.0019,FinalBaseMesh.obj
166,-1.7928,14.8723,-1.2293,FinalBaseMesh.obj
167,-1.7007,14.853,-1.3197,FinalBaseMesh.obj
168,-1.6953,14.3457,-1.1071,FinalBaseMesh.obj
169,-1.6864,14.2105,-1.0464,FinalBaseMesh.obj
170,-1.6706,14.0738,-0.9821,FinalBaseMesh.obj
171,-1.7471,14.1105,-0.8865,FinalBaseMesh.obj
172,-1.7237,13.9769,-0.8185,FinalBaseMesh.obj
173,-1.6524,13.9363,-0.9159,FinalBaseMesh.obj
174,-1.8063,14.1506,-0.7838,FinalBaseMesh.obj
175,-1.7781,14.0212,-0.7137,FinalBaseMesh.obj
176,-1.5665,13.8995,-1.0037,FinalBaseMesh.obj
177,-1.5527,13.762,-0.9381,FinalBaseMesh.obj
178,-1.6355,13.8007,-0.8482,FinalBaseMesh.obj
179,-1.5795,14.0402,-1.0679,FinalBaseMesh.obj
180,-1.702,13.8461,-0.7479,FinalBaseMesh.obj
181,-1.5919,14.1792,-1.1321,FinalBaseMesh.obj
182,-1.4773,14.0108,-1.1422,FinalBaseMesh.obj
183,-2.0337,15.2621,-1.0977,FinalBaseMesh.obj
184,-2.0469,15.1891,-0.9663,FinalBaseMesh.obj
185,-2.0764,15.2742,-0.9492,FinalBaseMesh.obj
186,-2.0626,15.3165,-1.0653,FinalBaseMesh.obj
187,-2.0934,15.3313,-0.9395,FinalBaseMesh.obj
188,-2.0823,15.3635,-1.0469,FinalBaseMesh.obj
189,-2.0508,15.3689,-1.1676,FinalBaseMesh.obj
190,-2.0226,15.3262,-1.1991,FinalBaseMesh.obj
191,-2.0386,15.4287,-1.2594,FinalBaseMesh.obj
192,-2.011,15.3899,-1.2872,FinalBaseMesh.obj
193,-1.9865,15.2877,-1.2448,FinalBaseMesh.obj
194,-1.978,15.3528,-1.3223,FinalBaseMesh.obj
195,-1.9922,15.4596,-1.3678,FinalBaseMesh.obj
196,-1.9562,15.422,-1.3952,FinalBaseMesh.obj
197,-1.9383,15.3232,-1.3618,FinalBaseMesh.obj
198,-1.9194,15.3865,-1.4212,FinalBaseMesh.obj
199,-1.8912,15.3587,-1.4376,FinalBaseMesh.obj
200,-1.8488,15.3891,-1.4842,FinalBaseMesh.obj
201,-1.8747,15.4525,-1.4864,FinalBaseMesh.obj
202,-1.9175,15.5002,-1.4664,FinalBaseMesh.obj
203,-1.864,15.596,-1.5366,FinalBaseMesh.obj
204,-1.9925,15.2189,-1.1609,FinalBaseMesh.obj
205,-1.9965,15.1412,-1.0723,FinalBaseMesh.obj
206,-2.0361,15.0799,-0.8961,FinalBaseMesh.obj
207,-1.9589,15.5415,-1.442,FinalBaseMesh.obj
208,-2.0232,15.4969,-1.3434,FinalBaseMesh.obj
209,-1.9949,15.5794,-1.4191,FinalBaseMesh.obj
210,-2.0612,15.4652,-1.2388,FinalBaseMesh.obj
211,-2.0488,15.5318,-1.3237,FinalBaseMesh.obj
212,-2.0718,15.4088,-1.1468,FinalBaseMesh.obj
213,-2.0795,15.4971,-1.2242,FinalBaseMesh.obj
214,-2.0704,15.5625,-1.3086,FinalBaseMesh.obj
215,-2.0257,15.6136,-1.3995,FinalBaseMesh.obj
216,-2.0524,15.6434,-1.384,FinalBaseMesh.obj
217,-2.0877,15.4428,-1.1332,FinalBaseMesh.obj
218,-2.0953,15.523,-1.2143,FinalBaseMesh.obj
219,-2.0895,15.588,-1.2978,FinalBaseMesh.obj
220,-2.1004,15.4696,-1.1248,FinalBaseMesh.obj
221,-1.9148,15.6376,-1.5097,FinalBaseMesh.obj
222,-1.9568,15.6751,-1.4863,FinalBaseMesh.obj
223,-1.9086,15.7841,-1.5434,FinalBaseMesh.obj
224,-1.9929,15.7085,-1.4665,FinalBaseMesh.obj
225,-1.9499,15.8165,-1.5236,FinalBaseMesh.obj
226,-2.0251,15.7373,-1.4506,FinalBaseMesh.obj
227,-1.988,15.844,-1.5077,FinalBaseMesh.obj
228,-1.8042,15.8683,-1.6127,FinalBaseMesh.obj
229,-1.8625,15.7484,-1.5671,FinalBaseMesh.obj
230,-1.8535,15.9044,-1.5893,FinalBaseMesh.obj
231,-1.9,15.9364,-1.5696,FinalBaseMesh.obj
232,-1.8099,15.712,-1.5945,FinalBaseMesh.obj
233,-1.7517,15.8309,-1.6389,FinalBaseMesh.obj
234,-1.6966,15.797,-1.6669,FinalBaseMesh.obj
235,-1.748,15.6817,-1.6266,FinalBaseMesh.obj
236,-1.6428,15.7737,-1.6944,FinalBaseMesh.obj
237,-1.6331,15.9062,-1.6974,FinalBaseMesh.obj
238,-1.5856,15.8604,-1.7197,FinalBaseMesh.obj
239,-1.6853,15.9514,-1.6718,FinalBaseMesh.obj
240,-1.676,15.6809,-1.667,FinalBaseMesh.obj
241,-2.0957,15.4009,-1.036,FinalBaseMesh.obj
242,-2.1055,15.4289,-1.0296,FinalBaseMesh.obj
243,-2.1138,15.4475,-1.0265,FinalBaseMesh.obj
244,-2.1119,15.4884,-1.1202,FinalBaseMesh.obj
245,-2.1211,15.4282,-0.9285,FinalBaseMesh.obj
246,-2.1221,15.4568,-1.0259,FinalBaseMesh.obj
247,-2.1157,15.4201,-0.9286,FinalBaseMesh.obj
248,-2.1197,15.4138,-0.828,FinalBaseMesh.obj
249,-2.1165,15.4069,-0.8276,FinalBaseMesh.obj
250,-2.1276,15.4263,-0.9299,FinalBaseMesh.obj
251,-2.1315,15.4566,-1.0277,FinalBaseMesh.obj
252,-2.1236,15.4988,-1.1191,FinalBaseMesh.obj
253,-2.1364,15.5006,-1.1214,FinalBaseMesh.obj
254,-2.1359,15.4148,-0.9325,FinalBaseMesh.obj
255,-2.1424,15.4472,-1.0317,FinalBaseMesh.obj
256,-2.1244,15.4102,-0.8288,FinalBaseMesh.obj
257,-2.1313,15.3968,-0.8302,FinalBaseMesh.obj
258,-2.1104,15.4017,-0.9301,FinalBaseMesh.obj
259,-2.1137,15.3889,-0.8276,FinalBaseMesh.obj
260,-2.1149,15.4075,-0.7246,FinalBaseMesh.obj
261,-2.1135,15.3903,-0.7236,FinalBaseMesh.obj
262,-2.1099,15.3596,-0.8279,FinalBaseMesh.obj
263,-2.1118,15.3614,-0.7219,FinalBaseMesh.obj
264,-2.1037,15.3725,-0.9335,FinalBaseMesh.obj
265,-2.1171,15.4132,-0.7251,FinalBaseMesh.obj
266,-2.1213,15.4081,-0.7254,FinalBaseMesh.obj
267,-2.113,15.4256,-0.6207,FinalBaseMesh.obj
268,-2.1182,15.419,-0.6204,FinalBaseMesh.obj
269,-2.1101,15.4208,-0.6203,FinalBaseMesh.obj
270,-2.1035,15.3179,-0.828,FinalBaseMesh.obj
271,-2.1083,15.3206,-0.7184,FinalBaseMesh.obj
272,-2.1054,15.3359,-0.6125,FinalBaseMesh.obj
273,-2.1075,15.3756,-0.6171,FinalBaseMesh.obj
274,-2.0942,15.3597,-0.5109,FinalBaseMesh.obj
275,-2.0963,15.3991,-0.514,FinalBaseMesh.obj
276,-2.1086,15.4041,-0.6192,FinalBaseMesh.obj
277,-2.0986,15.428,-0.5147,FinalBaseMesh.obj
278,-2.0757,15.388,-0.4138,FinalBaseMesh.obj
279,-2.0792,15.4283,-0.4127,FinalBaseMesh.obj
280,-2.0905,15.3104,-0.5034,FinalBaseMesh.obj
281,-2.0718,15.3398,-0.4098,FinalBaseMesh.obj
282,-2.101,15.2848,-0.6037,FinalBaseMesh.obj
283,-2.1019,15.2672,-0.7109,FinalBaseMesh.obj
284,-2.0922,15.2007,-0.6954,FinalBaseMesh.obj
285,-2.0936,15.2228,-0.5881,FinalBaseMesh.obj
286,-2.0929,15.2617,-0.8261,FinalBaseMesh.obj
287,-2.0779,15.1881,-0.8164,FinalBaseMesh.obj
288,-2.0656,15.1001,-0.7778,FinalBaseMesh.obj
289,-2.0805,15.1228,-0.6665,FinalBaseMesh.obj
290,-2.0524,15.0076,-0.7323,FinalBaseMesh.obj
291,-2.0659,15.0375,-0.629,FinalBaseMesh.obj
292,-2.0825,15.151,-0.5638,FinalBaseMesh.obj
293,-2.0672,15.0713,-0.5315,FinalBaseMesh.obj
294,-2.0583,15.1094,-0.4412,FinalBaseMesh.obj
295,-2.0736,15.1841,-0.4693,FinalBaseMesh.obj
296,-2.0415,15.1502,-0.3586,FinalBaseMesh.obj
297,-2.0561,15.2202,-0.3829,FinalBaseMesh.obj
298,-2.0198,15.191,-0.2849,FinalBaseMesh.obj
299,-2.033,15.2555,-0.3051,FinalBaseMesh.obj
300,-2.0076,15.2856,-0.2366,FinalBaseMesh.obj
301,-2.0147,15.3397,-0.244,FinalBaseMesh.obj
302,-2.0416,15.3147,-0.3176,FinalBaseMesh.obj
303,-2.0658,15.2837,-0.3997,FinalBaseMesh.obj
304,-2.084,15.2516,-0.4899,FinalBaseMesh.obj
305,-2.0473,15.3682,-0.3233,FinalBaseMesh.obj
306,-2.052,15.4158,-0.3222,FinalBaseMesh.obj
307,-2.0201,15.3902,-0.2448,FinalBaseMesh.obj
308,-2.0257,15.4372,-0.2384,FinalBaseMesh.obj
309,-1.9926,15.401,-0.1746,FinalBaseMesh.obj
310,-1.9997,15.4462,-0.1666,FinalBaseMesh.obj
311,-1.9876,15.3534,-0.1789,FinalBaseMesh.obj
312,-2.0332,15.4829,-0.2203,FinalBaseMesh.obj
313,-2.0576,15.4585,-0.3136,FinalBaseMesh.obj
314,-1.9828,15.3051,-0.1781,FinalBaseMesh.obj
315,-1.9604,15.3077,-0.1292,FinalBaseMesh.obj
316,-1.9617,15.351,-0.1202,FinalBaseMesh.obj
317,-1.9358,15.3283,-0.0645,FinalBaseMesh.obj
318,-1.9383,15.2843,-0.0843,FinalBaseMesh.obj
319,-1.9603,15.2736,-0.1352,FinalBaseMesh.obj
320,-1.9455,15.244,-0.1079,FinalBaseMesh.obj
321,-1.9753,15.2573,-0.1694,FinalBaseMesh.obj
322,-1.9966,15.2281,-0.2211,FinalBaseMesh.obj
323,-1.9601,15.2075,-0.1449,FinalBaseMesh.obj
324,-1.9796,15.1668,-0.1949,FinalBaseMesh.obj
325,-2.0011,15.1218,-0.256,FinalBaseMesh.obj
326,-2.0215,15.0749,-0.3266,FinalBaseMesh.obj
327,-2.0377,15.0289,-0.4057,FinalBaseMesh.obj
328,-2.0119,14.9444,-0.3632,FinalBaseMesh.obj
329,-1.996,14.9959,-0.2868,FinalBaseMesh.obj
330,-1.9815,14.8575,-0.3138,FinalBaseMesh.obj
331,-1.9656,14.9145,-0.2395,FinalBaseMesh.obj
332,-1.9474,14.9726,-0.1726,FinalBaseMesh.obj
333,-1.9768,15.0486,-0.2184,FinalBaseMesh.obj
334,-1.9286,15.0301,-0.1136,FinalBaseMesh.obj
335,-1.9567,15.1004,-0.1587,FinalBaseMesh.obj
336,-1.9137,14.895,-0.1196,FinalBaseMesh.obj
337,-1.9312,14.8318,-0.1854,FinalBaseMesh.obj
338,-1.8768,14.8165,-0.0603,FinalBaseMesh.obj
339,-1.8937,14.7484,-0.1253,FinalBaseMesh.obj
340,-1.9471,14.7692,-0.2582,FinalBaseMesh.obj
341,-1.9096,14.68,-0.1969,FinalBaseMesh.obj
342,-2.0223,14.8957,-0.4467,FinalBaseMesh.obj
343,-1.993,14.8028,-0.395,FinalBaseMesh.obj
344,-2.0247,14.8506,-0.5365,FinalBaseMesh.obj
345,-1.9981,14.7513,-0.4825,FinalBaseMesh.obj
346,-2.0471,14.9857,-0.4923,FinalBaseMesh.obj
347,-2.0473,14.9463,-0.5854,FinalBaseMesh.obj
348,-2.0365,14.9107,-0.6834,FinalBaseMesh.obj
349,-2.0172,14.8091,-0.6313,FinalBaseMesh.obj
350,-1.9947,14.7033,-0.5752,FinalBaseMesh.obj
351,-1.9679,14.6497,-0.4234,FinalBaseMesh.obj
352,-1.9692,14.5941,-0.5148,FinalBaseMesh.obj
353,-1.9342,14.5464,-0.3594,FinalBaseMesh.obj
354,-1.9393,14.4825,-0.4499,FinalBaseMesh.obj
355,-1.9599,14.7083,-0.3376,FinalBaseMesh.obj
356,-1.9235,14.6125,-0.275,FinalBaseMesh.obj
357,-1.8962,14.4421,-0.291,FinalBaseMesh.obj
358,-1.9017,14.3706,-0.3806,FinalBaseMesh.obj
359,-1.8585,14.2619,-0.3073,FinalBaseMesh.obj
360,-1.897,14.304,-0.4759,FinalBaseMesh.obj
361,-1.8543,14.1916,-0.4013,FinalBaseMesh.obj
362,-1.9338,14.4223,-0.5459,FinalBaseMesh.obj
363,-1.8549,14.3373,-0.219,FinalBaseMesh.obj
364,-1.9609,14.5419,-0.6113,FinalBaseMesh.obj
365,-1.9145,14.3681,-0.6463,FinalBaseMesh.obj
366,-1.9813,14.6586,-0.6723,FinalBaseMesh.obj
367,-1.2201,16.5849,-1.6375,FinalBaseMesh.obj
368,-1.0962,16.7561,-1.5813,FinalBaseMesh.obj
369,-1.0001,16.5709,-1.6721,FinalBaseMesh.obj
370,-1.1322,16.4611,-1.6971,FinalBaseMesh.obj
371,-0.9363,16.4151,-1.7349,FinalBaseMesh.obj
372,-1.0672,16.3303,-1.748,FinalBaseMesh.obj
373,-0.8888,16.2687,-1.7819,FinalBaseMesh.obj
374,-1.0175,16.1982,-1.7883,FinalBaseMesh.obj
375,-1.2505,16.3451,-1.7179,FinalBaseMesh.obj
376,-1.19,16.235,-1.7577,FinalBaseMesh.obj
377,-1.3256,16.4432,-1.6739,FinalBaseMesh.obj
378,-1.4146,16.5181,-1.633,FinalBaseMesh.obj
379,-1.3373,16.6646,-1.5869,FinalBaseMesh.obj
380,-1.3599,16.2317,-1.7289,FinalBaseMesh.obj
381,-1.4248,16.3145,-1.6943,FinalBaseMesh.obj
382,-1.4617,16.1234,-1.7294,FinalBaseMesh.obj
383,-1.5195,16.194,-1.7006,FinalBaseMesh.obj
384,-1.5827,16.254,-1.6718,FinalBaseMesh.obj
385,-1.498,16.3821,-1.6607,FinalBaseMesh.obj
386,-1.6491,16.3025,-1.6459,FinalBaseMesh.obj
387,-1.5753,16.4342,-1.6315,FinalBaseMesh.obj
388,-1.7171,16.3397,-1.6252,FinalBaseMesh.obj
389,-1.6546,16.4723,-1.609,FinalBaseMesh.obj
390,-1.7233,16.1685,-1.6429,FinalBaseMesh.obj
391,-1.7823,16.2033,-1.623,FinalBaseMesh.obj
392,-1.6649,16.1252,-1.6668,FinalBaseMesh.obj
393,-1.5075,16.5718,-1.5991,FinalBaseMesh.obj
394,-1.6079,16.0739,-1.693,FinalBaseMesh.obj
395,-1.7388,15.9945,-1.6463,FinalBaseMesh.obj
396,-1.5545,16.0158,-1.7187,FinalBaseMesh.obj
397,-1.3048,16.1381,-1.7605,FinalBaseMesh.obj
398,-1.4113,16.044,-1.7546,FinalBaseMesh.obj
399,-1.507,15.9517,-1.7408,FinalBaseMesh.obj
400,-1.1416,16.1188,-1.7902,FinalBaseMesh.obj
401,-0.9785,16.0657,-1.8186,FinalBaseMesh.obj
402,-1.452,16.7155,-1.5477,FinalBaseMesh.obj
403,-1.4186,16.8636,-1.4777,FinalBaseMesh.obj
404,-1.2765,16.8246,-1.5208,FinalBaseMesh.obj
405,-1.562,16.7468,-1.5201,FinalBaseMesh.obj
406,-1.5454,16.8841,-1.448,FinalBaseMesh.obj
407,-1.6009,16.6083,-1.5741,FinalBaseMesh.obj
408,-1.6697,16.7641,-1.5043,FinalBaseMesh.obj
409,-1.6657,16.892,-1.4314,FinalBaseMesh.obj
410,-1.7772,16.7716,-1.4997,FinalBaseMesh.obj
411,-1.7842,16.8918,-1.4271,FinalBaseMesh.obj
412,-1.6946,16.6315,-1.5591,FinalBaseMesh.obj
413,-1.7892,16.6444,-1.5539,FinalBaseMesh.obj
414,-1.419,17.0107,-1.3919,FinalBaseMesh.obj
415,-1.5561,17.0156,-1.361,FinalBaseMesh.obj
416,-1.6856,17.011,-1.3426,FinalBaseMesh.obj
417,-1.269,16.9946,-1.4324,FinalBaseMesh.obj
418,-1.1236,17.1409,-1.3801,FinalBaseMesh.obj
419,-1.1011,16.9733,-1.4767,FinalBaseMesh.obj
420,-1.2912,17.1459,-1.3373,FinalBaseMesh.obj
421,-0.8975,16.8035,-1.5907,FinalBaseMesh.obj
422,-0.9244,16.9788,-1.5071,FinalBaseMesh.obj
423,-0.7572,16.9794,-1.5321,FinalBaseMesh.obj
424,-0.7325,16.8246,-1.6018,FinalBaseMesh.obj
425,-0.7746,17.1242,-1.4569,FinalBaseMesh.obj
426,-0.948,17.1372,-1.4199,FinalBaseMesh.obj
427,-1.3294,17.275,-1.2347,FinalBaseMesh.obj
428,-1.4467,17.1453,-1.2966,FinalBaseMesh.obj
429,-1.4903,17.2623,-1.1935,FinalBaseMesh.obj
430,-1.5911,17.1355,-1.2631,FinalBaseMesh.obj
431,-1.6407,17.2395,-1.1573,FinalBaseMesh.obj
432,-1.157,17.2819,-1.2775,FinalBaseMesh.obj
433,-1.2005,17.4013,-1.1586,FinalBaseMesh.obj
434,-1.375,17.3789,-1.1204,FinalBaseMesh.obj
435,-1.5359,17.352,-1.0806,FinalBaseMesh.obj
436,-0.7242,16.1739,-1.8111,FinalBaseMesh.obj
437,-0.8512,16.1256,-1.8178,FinalBaseMesh.obj
438,-0.7583,16.3231,-1.7731,FinalBaseMesh.obj
439,-0.63,16.3595,-1.7628,FinalBaseMesh.obj
